ICD10,number
R0609,26331
R061,26332
R062,26333
R063,26334
R064,26335
R065,26336
R066,26337
R067,26338
R0681,26339
R0682,26340
R0683,26341
R0689,26342
R069,26343
R070,26344
R071,26345
R072,26346
R0781,26347
R0782,26348
R0789,26349
R079,26350
R0901,26351
R0902,26352
R091,26353
R092,26354
R093,26355
R0981,26356
R0982,26357
R0989,26358
respiratory,26359
R100,26360
R1010,26361
R1011,26362
R1012,26363
R1013,26364
R102,26365
R1030,26366
R1031,26367
R1032,26368
R1033,26369
R10811,26370
R10812,26371
R10813,26372
R10814,26373
R10815,26374
R10816,26375
R10817,26376
R10819,26377
R10821,26378
R10822,26379
R10823,26380
R10824,26381
R10825,26382
R10826,26383
R10827,26384
R10829,26385
R1083,26386
R1084,26387
R109,26388
R110,26389
R1110,26390
R1111,26391
R1112,26392
R1113,26393
R1114,26394
R1115,26395
R112,26396
R12,26397
R130,26398
R1310,26399
R1311,26400
R1312,26401
R1313,26402
R1314,26403
R1319,26404
R140,26405
R141,26406
R142,26407
R143,26408
R150,26409
R151,26410
R152,26411
R159,26412
R160,26413
R161,26414
R162,26415
R17,26416
R180,26417
R188,26418
R1900,26419
R1901,26420
R1902,26421
R1903,26422
R1904,26423
R1905,26424
R1906,26425
R1907,26426
R1909,26427
R1911,26428
R1912,26429
R1915,26430
R192,26431
R1930,26432
R1931,26433
R1932,26434
R1933,26435
R1934,26436
R1935,26437
R1936,26438
R1937,26439
R194,26440
R195,26441
R196,26442
R197,26443
R198,26444
system,26445
R200,26446
R201,26447
R202,26448
R203,26449
R208,26450
R209,26451
R21,26452
R220,26453
R221,26454
R222,26455
R2230,26456
R2231,26457
R2232,26458
R2233,26459
R2240,26460
R2241,26461
R2242,26462
R2243,26463
R229,26464
R230,26465
R231,26466
R232,26467
R233,26468
R234,26469
R238,26470
R239,26471
R250,26472
R251,26473
R252,26474
R253,26475
R258,26476
R259,26477
R260,26478
R261,26479
R262,26480
R2681,26481
R2689,26482
R269,26483
R270,26484
R278,26485
R279,26486
R290,26487
R291,26488
R292,26489
R293,26490
R294,26491
R295,26492
R296,26493
R29700,26494
R29701,26495
R29702,26496
R29703,26497
R29704,26498
R29705,26499
R29706,26500
R29707,26501
R29708,26502
R29709,26503
R29710,26504
R29711,26505
R29712,26506
R29713,26507
R29714,26508
R29715,26509
R29716,26510
R29717,26511
R29718,26512
R29719,26513
R29720,26514
R29721,26515
R29722,26516
R29723,26517
R29724,26518
R29725,26519
R29726,26520
R29727,26521
R29728,26522
R29729,26523
R29730,26524
R29731,26525
R29732,26526
R29733,26527
R29734,26528
R29735,26529
R29736,26530
R29737,26531
R29738,26532
R29739,26533
R29740,26534
R29741,26535
R29742,26536
R29810,26537
R29818,26538
R29890,26539
R29891,26540
R29898,26541
R2990,26542
R2991,26543
R300,26544
R301,26545
R309,26546
R310,26547
R311,26548
R3121,26549
R3129,26550
R319,26551
R32,26552
R330,26553
R338,26554
R339,26555
R34,26556
R350,26557
R351,26558
R3581,26559
R3589,26560
R360,26561
R361,26562
R369,26563
R37,26564
R390,26565
R3911,26566
R3912,26567
R3913,26568
R3914,26569
R3915,26570
R3916,26571
R39191,26572
R39192,26573
R39198,26574
R392,26575
R3981,26576
R3982,26577
R3983,26578
R3984,26579
R3989,26580
R399,26581
R400,26582
R401,26583
R4020,26584
R402110,26585
R402111,26586
R402112,26587
R402113,26588
R402114,26589
admission,26590
R402120,26591
R402121,26592
ambulance],26593
R402122,26594
R402123,26595
R402124,26596
hospital,26597
R402130,26598
R402131,26599
ambulance],26600
R402132,26601
R402133,26602
R402134,26603
hospital,26604
R402140,26605
R402141,26606
R402142,26607
R402143,26608
R402144,26609
admission,26610
R402210,26611
R402211,26612
ambulance],26613
R402212,26614
R402213,26615
R402214,26616
hospital,26617
R402220,26618
R402221,26619
or,26620
R402222,26621
department,26622
R402223,26623
R402224,26624
after,26625
R402230,26626
R402231,26627
or,26628
R402232,26629
department,26630
R402233,26631
R402234,26632
after,26633
R402240,26634
R402241,26635
or,26636
R402242,26637
department,26638
R402243,26639
R402244,26640
after,26641
R402250,26642
R402251,26643
ambulance],26644
R402252,26645
R402253,26646
R402254,26647
hospital,26648
R402310,26649
R402311,26650
ambulance],26651
R402312,26652
R402313,26653
R402314,26654
hospital,26655
R402320,26656
R402321,26657
ambulance],26658
R402322,26659
R402323,26660
R402324,26661
hospital,26662
R402330,26663
R402331,26664
or,26665
R402332,26666
department,26667
R402333,26668
R402334,26669
after,26670
R402340,26671
R402341,26672
or,26673
R402342,26674
department,26675
R402343,26676
R402344,26677
after,26678
R402350,26679
R402351,26680
or,26681
R402352,26682
department,26683
R402353,26684
R402354,26685
after,26686
R402360,26687
R402361,26688
or,26689
R402362,26690
department,26691
R402363,26692
R402364,26693
after,26694
R402410,26695
R402411,26696
R402412,26697
R402413,26698
R402414,26699
admission,26700
R402420,26701
R402421,26702
R402422,26703
R402423,26704
R402424,26705
admission,26706
R402430,26707
R402431,26708
R402432,26709
R402433,26710
R402434,26711
admission,26712
R402440,26713
score,26714
R402441,26715
score,26716
R402442,26717
score,26718
R402443,26719
score,26720
R402444,26721
score,26722
R403,26723
R404,26724
R410,26725
R411,26726
R412,26727
R413,26728
R414,26729
R4181,26730
R4182,26731
R4183,26732
R41840,26733
R41841,26734
R41842,26735
R41843,26736
R41844,26737
R4189,26738
R419,26739
awareness,26740
R42,26741
R430,26742
R431,26743
R432,26744
R438,26745
R439,26746
R440,26747
R441,26748
R442,26749
R443,26750
R448,26751
perceptions,26752
R449,26753
perceptions,26754
R450,26755
R451,26756
R452,26757
R453,26758
R454,26759
R455,26760
R456,26761
R457,26762
R4581,26763
R4582,26764
R4583,26765
R4584,26766
R45850,26767
R45851,26768
R4586,26769
R4587,26770
R4588,26771
R4589,26772
R460,26773
R461,26774
R462,26775
R463,26776
R464,26777
R465,26778
R466,26779
R467,26780
R4681,26781
R4689,26782
R4701,26783
R4702,26784
R471,26785
R4781,26786
R4782,26787
R4789,26788
R479,26789
R480,26790
R481,26791
R482,26792
R483,26793
R488,26794
R489,26795
R490,26796
R491,26797
R4921,26798
R4922,26799
R498,26800
R499,26801
R502,26802
R5081,26803
R5082,26804
R5083,26805
R5084,26806
R509,26807
R510,26808
R519,26809
R52,26810
R530,26811
R531,26812
R532,26813
R5381,26814
R5382,26815
R5383,26816
R54,26817
R55,26818
R5600,26819
R5601,26820
R561,26821
R569,26822
R570,26823
R571,26824
R578,26825
R579,26826
R58,26827
R590,26828
R591,26829
R599,26830
R600,26831
R601,26832
R609,26833
R61,26834
R620,26835
R6250,26836
R6251,26837
R6252,26838
R6259,26839
R627,26840
R630,26841
R631,26842
R632,26843
R6330,26844
R6331,26845
R6332,26846
R6339,26847
R634,26848
R635,26849
R636,26850
R638,26851
intake,26852
R64,26853
R6510,26854
acute,26855
R6511,26856
acute,26857
R6520,26858
R6521,26859
R680,26860
R6811,26861
R6812,26862
R6813,26863
R6819,26864
R682,26865
R683,26866
R6881,26867
R6882,26868
R6883,26869
R6884,26870
R6889,26871
R69,26872
R700,26873
R701,26874
R710,26875
R718,26876
R7301,26877
R7302,26878
R7303,26879
R7309,26880
R739,26881
R7401,26882
R7402,26883
R748,26884
R749,26885
R75,26886
[HIV],26887
R760,26888
R7611,26889
R7612,26890
interferon,26891
R768,26892
R769,26893
R770,26894
R771,26895
R772,26896
R778,26897
R779,26898
R780,26899
R781,26900
R782,26901
R783,26902
R784,26903
blood,26904
R785,26905
R786,26906
R7871,26907
R7879,26908
R7881,26909
R7889,26910
blood,26911
R789,26912
blood,26913
R790,26914
R791,26915
R7981,26916
R7982,26917
R7983,26918
R7989,26919
R799,26920
R800,26921
R801,26922
R802,26923
R803,26924
R808,26925
R809,26926
R81,26927
R820,26928
R821,26929
R822,26930
R823,26931
R824,26932
R825,26933
substances,26934
R826,26935
to,26936
R8271,26937
R8279,26938
R8281,26939
R8289,26940
urine,26941
R8290,26942
R8291,26943
R82991,26944
R82992,26945
R82993,26946
R82994,26947
R82998,26948
R830,26949
R831,26950
R832,26951
substances,26952
R833,26953
source,26954
R834,26955
R835,26956
R836,26957
R838,26958
R839,26959
R840,26960
organs,26961
R841,26962
organs,26963
R842,26964
substances,26965
R843,26966
source,26967
R844,26968
and,26969
R845,26970
and,26971
R846,26972
and,26973
R847,26974
and,26975
R848,26976
and,26977
R849,26978
and,26979
R850,26980
organs,26981
R851,26982
organs,26983
R852,26984
substances,26985
R853,26986
source,26987
R854,26988
and,26989
R855,26990
and,26991
R85610,26992
anus,26993
R85611,26994
on,26995
R85612,26996
(LGSIL),26997
R85613,26998
(HGSIL),26999
R85614,27000
R85615,27001
R85616,27002
R85618,27003
R85619,27004
R8569,27005
and,27006
R857,27007
and,27008
R8581,27009
R8582,27010
R8589,27011
abdominal,27012
R859,27013
and,27014
R860,27015
genital,27016
R861,27017
genital,27018
R862,27019
substances,27020
R863,27021
source,27022
R864,27023
organs,27024
R865,27025
organs,27026
R866,27027
organs,27028
R867,27029
organs,27030
R868,27031
organs,27032
R869,27033
organs,27034
R870,27035
genital,27036
R871,27037
genital,27038
R872,27039
substances,27040
R873,27041
source,27042
R874,27043
organs,27044
R875,27045
organs,27046
R87610,27047
cervix,27048
R87611,27049
on,27050
R87612,27051
(LGSIL),27052
R87613,27053
(HGSIL),27054
R87614,27055
R87615,27056
R87616,27057
R87618,27058
R87619,27059
R87620,27060
vagina,27061
R87621,27062
on,27063
R87622,27064
(LGSIL),27065
R87623,27066
(HGSIL),27067
R87624,27068
R87625,27069
R87628,27070
R87629,27071
R8769,27072
organs,27073
R877,27074
organs,27075
R87810,27076
R87811,27077
R87820,27078
R87821,27079
R8789,27080
R879,27081
organs,27082
R880,27083
R888,27084
R890,27085
"organs,",27086
R891,27087
"organs,",27088
R892,27089
substances,27090
R893,27091
source,27092
R894,27093
systems,27094
R895,27095
systems,27096
R896,27097
systems,27098
R897,27099
systems,27100
R898,27101
systems,27102
R899,27103
systems,27104
R900,27105
central,27106
R9081,27107
R9082,27108
R9089,27109
system,27110
R911,27111
R918,27112
R920,27113
R921,27114
R922,27115
R928,27116
of,27117
R930,27118
"head,",27119
R931,27120
coronary,27121
R932,27122
biliary,27123
R933,27124
of,27125
R9341,27126
"ureter,",27127
R93421,27128
R93422,27129
R93429,27130
R9349,27131
organs,27132
R935,27133
"regions,",27134
R936,27135
R937,27136
of,27137
R93811,27138
R93812,27139
R93813,27140
R93819,27141
R9389,27142
structures,27143
R939,27144
of,27145
R9401,27146
R9402,27147
R9409,27148
system,27149
R94110,27150
R94111,27151
R94112,27152
R94113,27153
R94118,27154
R94120,27155
R94121,27156
R94128,27157
special,27158
R94130,27159
R94131,27160
R94138,27161
R942,27162
R9430,27163
R9431,27164
R9439,27165
R944,27166
R945,27167
R946,27168
R947,27169
R948,27170
and,27171
R970,27172
R971,27173
R9720,27174
R9721,27175
R978,27176
R99,27177
S0000XA,27178
S0000XD,27179
S0000XS,27180
S0001XA,27181
S0001XD,27182
S0001XS,27183
S0002XA,27184
S0002XD,27185
S0002XS,27186
S0003XA,27187
S0003XD,27188
S0003XS,27189
S0004XA,27190
S0004XD,27191
S0004XS,27192
S0005XA,27193
S0005XD,27194
S0005XS,27195
S0006XA,27196
S0006XD,27197
S0006XS,27198
S0007XA,27199
S0007XD,27200
S0007XS,27201
S0010XA,27202
S0010XD,27203
S0010XS,27204
S0011XA,27205
S0011XD,27206
S0011XS,27207
S0012XA,27208
S0012XD,27209
S0012XS,27210
S00201A,27211
S00201D,27212
S00201S,27213
S00202A,27214
S00202D,27215
S00202S,27216
S00209A,27217
S00209D,27218
S00209S,27219
S00211A,27220
S00211D,27221
S00211S,27222
S00212A,27223
S00212D,27224
S00212S,27225
S00219A,27226
S00219D,27227
S00219S,27228
S00221A,27229
S00221D,27230
S00221S,27231
S00222A,27232
S00222D,27233
S00222S,27234
S00229A,27235
S00229D,27236
S00229S,27237
S00241A,27238
S00241D,27239
S00241S,27240
S00242A,27241
S00242D,27242
S00242S,27243
S00249A,27244
S00249D,27245
S00249S,27246
S00251A,27247
S00251D,27248
S00251S,27249
S00252A,27250
S00252D,27251
S00252S,27252
S00259A,27253
S00259D,27254
S00259S,27255
S00261A,27256
S00261D,27257
S00261S,27258
S00262A,27259
S00262D,27260
S00262S,27261
S00269A,27262
S00269D,27263
S00269S,27264
S00271A,27265
S00271D,27266
S00271S,27267
S00272A,27268
S00272D,27269
S00272S,27270
S00279A,27271
S00279D,27272
S00279S,27273
S0030XA,27274
S0030XD,27275
S0030XS,27276
S0031XA,27277
S0031XD,27278
S0031XS,27279
S0032XA,27280
S0032XD,27281
S0032XS,27282
S0033XA,27283
S0033XD,27284
S0033XS,27285
S0034XA,27286
S0034XD,27287
S0034XS,27288
S0035XA,27289
S0035XD,27290
S0035XS,27291
S0036XA,27292
S0036XD,27293
S0036XS,27294
S0037XA,27295
S0037XD,27296
S0037XS,27297
S00401A,27298
S00401D,27299
S00401S,27300
S00402A,27301
S00402D,27302
S00402S,27303
S00409A,27304
S00409D,27305
S00409S,27306
S00411A,27307
S00411D,27308
S00411S,27309
S00412A,27310
S00412D,27311
S00412S,27312
S00419A,27313
S00419D,27314
S00419S,27315
S00421A,27316
S00421D,27317
S00421S,27318
S00422A,27319
S00422D,27320
S00422S,27321
S00429A,27322
S00429D,27323
S00429S,27324
S00431A,27325
S00431D,27326
S00431S,27327
S00432A,27328
S00432D,27329
S00432S,27330
S00439A,27331
S00439D,27332
S00439S,27333
S00441A,27334
S00441D,27335
S00441S,27336
S00442A,27337
S00442D,27338
S00442S,27339
S00449A,27340
S00449D,27341
S00449S,27342
S00451A,27343
S00451D,27344
S00451S,27345
S00452A,27346
S00452D,27347
S00452S,27348
S00459A,27349
S00459D,27350
S00459S,27351
S00461A,27352
S00461D,27353
S00461S,27354
S00462A,27355
S00462D,27356
S00462S,27357
S00469A,27358
S00469D,27359
S00469S,27360
S00471A,27361
S00471D,27362
S00471S,27363
S00472A,27364
S00472D,27365
S00472S,27366
S00479A,27367
S00479D,27368
S00479S,27369
S00501A,27370
S00501D,27371
S00501S,27372
S00502A,27373
S00502D,27374
S00502S,27375
S00511A,27376
S00511D,27377
S00511S,27378
S00512A,27379
S00512D,27380
S00512S,27381
S00521A,27382
S00521D,27383
S00521S,27384
S00522A,27385
S00522D,27386
S00522S,27387
S00531A,27388
S00531D,27389
S00531S,27390
S00532A,27391
S00532D,27392
S00532S,27393
S00541A,27394
S00541D,27395
S00541S,27396
S00542A,27397
S00542D,27398
S00542S,27399
S00551A,27400
S00551D,27401
S00551S,27402
S00552A,27403
S00552D,27404
S00552S,27405
S00561A,27406
S00561D,27407
S00561S,27408
S00562A,27409
S00562D,27410
S00562S,27411
S00571A,27412
S00571D,27413
S00571S,27414
S00572A,27415
S00572D,27416
S00572S,27417
S0080XA,27418
S0080XD,27419
S0080XS,27420
S0081XA,27421
S0081XD,27422
S0081XS,27423
S0082XA,27424
S0082XD,27425
S0082XS,27426
S0083XA,27427
S0083XD,27428
S0083XS,27429
S0084XA,27430
S0084XD,27431
S0084XS,27432
S0085XA,27433
S0085XD,27434
S0085XS,27435
S0086XA,27436
S0086XD,27437
S0086XS,27438
S0087XA,27439
S0087XD,27440
S0087XS,27441
S0090XA,27442
S0090XD,27443
S0090XS,27444
S0091XA,27445
S0091XD,27446
S0091XS,27447
S0092XA,27448
S0092XD,27449
S0092XS,27450
S0093XA,27451
S0093XD,27452
S0093XS,27453
S0094XA,27454
S0094XD,27455
S0094XS,27456
S0095XA,27457
S0095XD,27458
S0095XS,27459
S0096XA,27460
S0096XD,27461
S0096XS,27462
S0097XA,27463
S0097XD,27464
S0097XS,27465
S0100XA,27466
S0100XD,27467
S0100XS,27468
S0101XA,27469
S0101XD,27470
S0101XS,27471
S0102XA,27472
S0102XD,27473
S0102XS,27474
S0103XA,27475
S0103XD,27476
S0103XS,27477
S0104XA,27478
S0104XD,27479
S0104XS,27480
S0105XA,27481
S0105XD,27482
S0105XS,27483
S01101A,27484
S01101D,27485
S01101S,27486
S01102A,27487
S01102D,27488
S01102S,27489
S01109A,27490
S01109D,27491
S01109S,27492
S01111A,27493
encounter,27494
S01111D,27495
encounter,27496
S01111S,27497
S01112A,27498
encounter,27499
S01112D,27500
encounter,27501
S01112S,27502
S01119A,27503
encounter,27504
S01119D,27505
encounter,27506
S01119S,27507
S01121A,27508
encounter,27509
S01121D,27510
encounter,27511
S01121S,27512
S01122A,27513
encounter,27514
S01122D,27515
encounter,27516
S01122S,27517
S01129A,27518
encounter,27519
S01129D,27520
encounter,27521
S01129S,27522
S01131A,27523
initial,27524
S01131D,27525
subsequent,27526
S01131S,27527
sequela,27528
S01132A,27529
initial,27530
S01132D,27531
subsequent,27532
S01132S,27533
sequela,27534
S01139A,27535
initial,27536
S01139D,27537
subsequent,27538
S01139S,27539
sequela,27540
S01141A,27541
initial,27542
S01141D,27543
subsequent,27544
S01141S,27545
sequela,27546
S01142A,27547
initial,27548
S01142D,27549
subsequent,27550
S01142S,27551
sequela,27552
S01149A,27553
initial,27554
S01149D,27555
subsequent,27556
S01149S,27557
sequela,27558
S01151A,27559
S01151D,27560
S01151S,27561
S01152A,27562
S01152D,27563
S01152S,27564
S01159A,27565
S01159D,27566
S01159S,27567
S0120XA,27568
S0120XD,27569
S0120XS,27570
S0121XA,27571
S0121XD,27572
S0121XS,27573
S0122XA,27574
S0122XD,27575
S0122XS,27576
S0123XA,27577
S0123XD,27578
S0123XS,27579
S0124XA,27580
S0124XD,27581
S0124XS,27582
S0125XA,27583
S0125XD,27584
S0125XS,27585
S01301A,27586
S01301D,27587
S01301S,27588
S01302A,27589
S01302D,27590
S01302S,27591
S01309A,27592
S01309D,27593
S01309S,27594
S01311A,27595
S01311D,27596
S01311S,27597
S01312A,27598
S01312D,27599
S01312S,27600
S01319A,27601
S01319D,27602
S01319S,27603
S01321A,27604
S01321D,27605
S01321S,27606
S01322A,27607
S01322D,27608
S01322S,27609
S01329A,27610
S01329D,27611
S01329S,27612
S01331A,27613
S01331D,27614
S01331S,27615
S01332A,27616
S01332D,27617
S01332S,27618
S01339A,27619
S01339D,27620
S01339S,27621
S01341A,27622
S01341D,27623
S01341S,27624
S01342A,27625
S01342D,27626
S01342S,27627
S01349A,27628
S01349D,27629
S01349S,27630
S01351A,27631
S01351D,27632
S01351S,27633
S01352A,27634
S01352D,27635
S01352S,27636
S01359A,27637
S01359D,27638
S01359S,27639
S01401A,27640
S01401D,27641
S01401S,27642
S01402A,27643
S01402D,27644
S01402S,27645
S01409A,27646
S01409D,27647
S01409S,27648
S01411A,27649
encounter,27650
S01411D,27651
encounter,27652
S01411S,27653
S01412A,27654
encounter,27655
S01412D,27656
encounter,27657
S01412S,27658
S01419A,27659
encounter,27660
S01419D,27661
encounter,27662
S01419S,27663
S01421A,27664
encounter,27665
S01421D,27666
encounter,27667
S01421S,27668
S01422A,27669
encounter,27670
S01422D,27671
encounter,27672
S01422S,27673
S01429A,27674
encounter,27675
S01429D,27676
encounter,27677
S01429S,27678
S01431A,27679
initial,27680
S01431D,27681
subsequent,27682
S01431S,27683
sequela,27684
S01432A,27685
initial,27686
S01432D,27687
subsequent,27688
S01432S,27689
sequela,27690
S01439A,27691
initial,27692
S01439D,27693
subsequent,27694
S01439S,27695
sequela,27696
S01441A,27697
initial,27698
S01441D,27699
subsequent,27700
S01441S,27701
sequela,27702
S01442A,27703
initial,27704
S01442D,27705
subsequent,27706
S01442S,27707
sequela,27708
S01449A,27709
initial,27710
S01449D,27711
subsequent,27712
S01449S,27713
sequela,27714
S01451A,27715
S01451D,27716
S01451S,27717
S01452A,27718
S01452D,27719
