ICD10,number
S62634A,53674
for,53675
S62634B,53676
for,53677
S62634D,53678
for,53679
S62634G,53680
for,53681
S62634K,53682
for,53683
S62634P,53684
for,53685
S62634S,53686
S62635A,53687
for,53688
S62635B,53689
for,53690
S62635D,53691
for,53692
S62635G,53693
for,53694
S62635K,53695
for,53696
S62635P,53697
for,53698
S62635S,53699
S62636A,53700
for,53701
S62636B,53702
for,53703
S62636D,53704
for,53705
S62636G,53706
for,53707
S62636K,53708
for,53709
S62636P,53710
for,53711
S62636S,53712
S62637A,53713
for,53714
S62637B,53715
for,53716
S62637D,53717
for,53718
S62637G,53719
for,53720
S62637K,53721
for,53722
S62637P,53723
for,53724
S62637S,53725
S62638A,53726
closed,53727
S62638B,53728
open,53729
S62638D,53730
fracture,53731
S62638G,53732
fracture,53733
S62638K,53734
fracture,53735
S62638P,53736
fracture,53737
S62638S,53738
S62639A,53739
closed,53740
S62639B,53741
open,53742
S62639D,53743
fracture,53744
S62639G,53745
fracture,53746
S62639K,53747
fracture,53748
S62639P,53749
fracture,53750
S62639S,53751
S62640A,53752
for,53753
S62640B,53754
for,53755
S62640D,53756
for,53757
S62640G,53758
for,53759
S62640K,53760
for,53761
S62640P,53762
for,53763
S62640S,53764
S62641A,53765
for,53766
S62641B,53767
for,53768
S62641D,53769
for,53770
S62641G,53771
for,53772
S62641K,53773
for,53774
S62641P,53775
for,53776
S62641S,53777
S62642A,53778
for,53779
S62642B,53780
for,53781
S62642D,53782
for,53783
S62642G,53784
for,53785
S62642K,53786
for,53787
S62642P,53788
for,53789
S62642S,53790
S62643A,53791
for,53792
S62643B,53793
for,53794
S62643D,53795
for,53796
S62643G,53797
for,53798
S62643K,53799
for,53800
S62643P,53801
for,53802
S62643S,53803
S62644A,53804
for,53805
S62644B,53806
for,53807
S62644D,53808
for,53809
S62644G,53810
for,53811
S62644K,53812
for,53813
S62644P,53814
for,53815
S62644S,53816
S62645A,53817
for,53818
S62645B,53819
for,53820
S62645D,53821
for,53822
S62645G,53823
for,53824
S62645K,53825
for,53826
S62645P,53827
for,53828
S62645S,53829
S62646A,53830
for,53831
S62646B,53832
for,53833
S62646D,53834
for,53835
S62646G,53836
for,53837
S62646K,53838
for,53839
S62646P,53840
for,53841
S62646S,53842
S62647A,53843
for,53844
S62647B,53845
for,53846
S62647D,53847
for,53848
S62647G,53849
for,53850
S62647K,53851
for,53852
S62647P,53853
for,53854
S62647S,53855
S62648A,53856
closed,53857
S62648B,53858
open,53859
S62648D,53860
fracture,53861
S62648G,53862
fracture,53863
S62648K,53864
fracture,53865
S62648P,53866
fracture,53867
S62648S,53868
S62649A,53869
closed,53870
S62649B,53871
open,53872
S62649D,53873
fracture,53874
S62649G,53875
fracture,53876
S62649K,53877
fracture,53878
S62649P,53879
fracture,53880
S62649S,53881
S62650A,53882
for,53883
S62650B,53884
for,53885
S62650D,53886
for,53887
S62650G,53888
for,53889
S62650K,53890
for,53891
S62650P,53892
for,53893
S62650S,53894
S62651A,53895
for,53896
S62651B,53897
for,53898
S62651D,53899
for,53900
S62651G,53901
for,53902
S62651K,53903
for,53904
S62651P,53905
for,53906
S62651S,53907
S62652A,53908
for,53909
S62652B,53910
for,53911
S62652D,53912
for,53913
S62652G,53914
for,53915
S62652K,53916
for,53917
S62652P,53918
for,53919
S62652S,53920
S62653A,53921
for,53922
S62653B,53923
for,53924
S62653D,53925
for,53926
S62653G,53927
for,53928
S62653K,53929
for,53930
S62653P,53931
for,53932
S62653S,53933
S62654A,53934
for,53935
S62654B,53936
for,53937
S62654D,53938
for,53939
S62654G,53940
for,53941
S62654K,53942
for,53943
S62654P,53944
for,53945
S62654S,53946
S62655A,53947
for,53948
S62655B,53949
for,53950
S62655D,53951
for,53952
S62655G,53953
for,53954
S62655K,53955
for,53956
S62655P,53957
for,53958
S62655S,53959
S62656A,53960
for,53961
S62656B,53962
for,53963
S62656D,53964
for,53965
S62656G,53966
for,53967
S62656K,53968
for,53969
S62656P,53970
for,53971
S62656S,53972
S62657A,53973
for,53974
S62657B,53975
for,53976
S62657D,53977
for,53978
S62657G,53979
for,53980
S62657K,53981
for,53982
S62657P,53983
for,53984
S62657S,53985
S62658A,53986
closed,53987
S62658B,53988
open,53989
S62658D,53990
fracture,53991
S62658G,53992
fracture,53993
S62658K,53994
fracture,53995
S62658P,53996
fracture,53997
S62658S,53998
S62659A,53999
closed,54000
S62659B,54001
open,54002
S62659D,54003
fracture,54004
S62659G,54005
fracture,54006
S62659K,54007
fracture,54008
S62659P,54009
fracture,54010
S62659S,54011
S62660A,54012
for,54013
S62660B,54014
for,54015
S62660D,54016
for,54017
S62660G,54018
for,54019
S62660K,54020
for,54021
S62660P,54022
for,54023
S62660S,54024
S62661A,54025
for,54026
S62661B,54027
for,54028
S62661D,54029
for,54030
S62661G,54031
for,54032
S62661K,54033
for,54034
S62661P,54035
for,54036
S62661S,54037
S62662A,54038
for,54039
S62662B,54040
for,54041
S62662D,54042
for,54043
S62662G,54044
for,54045
S62662K,54046
for,54047
S62662P,54048
for,54049
S62662S,54050
S62663A,54051
for,54052
S62663B,54053
for,54054
S62663D,54055
for,54056
S62663G,54057
for,54058
S62663K,54059
for,54060
S62663P,54061
for,54062
S62663S,54063
S62664A,54064
for,54065
S62664B,54066
for,54067
S62664D,54068
for,54069
S62664G,54070
for,54071
S62664K,54072
for,54073
S62664P,54074
for,54075
S62664S,54076
S62665A,54077
for,54078
S62665B,54079
for,54080
S62665D,54081
for,54082
S62665G,54083
for,54084
S62665K,54085
for,54086
S62665P,54087
for,54088
S62665S,54089
S62666A,54090
for,54091
S62666B,54092
for,54093
S62666D,54094
for,54095
S62666G,54096
for,54097
S62666K,54098
for,54099
S62666P,54100
for,54101
S62666S,54102
S62667A,54103
for,54104
S62667B,54105
for,54106
S62667D,54107
for,54108
S62667G,54109
for,54110
S62667K,54111
for,54112
S62667P,54113
for,54114
S62667S,54115
S62668A,54116
closed,54117
S62668B,54118
open,54119
S62668D,54120
fracture,54121
S62668G,54122
fracture,54123
S62668K,54124
fracture,54125
S62668P,54126
fracture,54127
S62668S,54128
S62669A,54129
closed,54130
S62669B,54131
open,54132
S62669D,54133
fracture,54134
S62669G,54135
fracture,54136
S62669K,54137
fracture,54138
S62669P,54139
fracture,54140
S62669S,54141
S6290XA,54142
fracture,54143
S6290XB,54144
fracture,54145
S6290XD,54146
with,54147
S6290XG,54148
with,54149
S6290XK,54150
with,54151
S6290XP,54152
with,54153
S6290XS,54154
S6291XA,54155
fracture,54156
S6291XB,54157
fracture,54158
S6291XD,54159
with,54160
S6291XG,54161
with,54162
S6291XK,54163
with,54164
S6291XP,54165
with,54166
S6291XS,54167
S6292XA,54168
fracture,54169
S6292XB,54170
fracture,54171
S6292XD,54172
with,54173
S6292XG,54174
with,54175
S6292XK,54176
with,54177
S6292XP,54178
with,54179
S6292XS,54180
S63001A,54181
S63001D,54182
S63001S,54183
S63002A,54184
S63002D,54185
S63002S,54186
S63003A,54187
S63003D,54188
S63003S,54189
S63004A,54190
S63004D,54191
S63004S,54192
S63005A,54193
S63005D,54194
S63005S,54195
S63006A,54196
S63006D,54197
S63006S,54198
S63011A,54199
S63011D,54200
S63011S,54201
S63012A,54202
S63012D,54203
S63012S,54204
S63013A,54205
S63013D,54206
S63013S,54207
S63014A,54208
S63014D,54209
S63014S,54210
S63015A,54211
S63015D,54212
S63015S,54213
S63016A,54214
S63016D,54215
S63016S,54216
S63021A,54217
S63021D,54218
S63021S,54219
S63022A,54220
S63022D,54221
S63022S,54222
S63023A,54223
S63023D,54224
S63023S,54225
S63024A,54226
S63024D,54227
S63024S,54228
S63025A,54229
S63025D,54230
S63025S,54231
S63026A,54232
S63026D,54233
S63026S,54234
S63031A,54235
S63031D,54236
S63031S,54237
S63032A,54238
S63032D,54239
S63032S,54240
S63033A,54241
S63033D,54242
S63033S,54243
S63034A,54244
S63034D,54245
S63034S,54246
S63035A,54247
S63035D,54248
S63035S,54249
S63036A,54250
S63036D,54251
S63036S,54252
S63041A,54253
S63041D,54254
S63041S,54255
S63042A,54256
S63042D,54257
S63042S,54258
S63043A,54259
S63043D,54260
S63043S,54261
S63044A,54262
S63044D,54263
S63044S,54264
S63045A,54265
S63045D,54266
S63045S,54267
S63046A,54268
S63046D,54269
S63046S,54270
S63051A,54271
S63051D,54272
S63051S,54273
S63052A,54274
S63052D,54275
S63052S,54276
S63053A,54277
S63053D,54278
S63053S,54279
S63054A,54280
S63054D,54281
S63054S,54282
S63055A,54283
S63055D,54284
S63055S,54285
S63056A,54286
S63056D,54287
S63056S,54288
S63061A,54289
S63061D,54290
S63061S,54291
S63062A,54292
S63062D,54293
S63062S,54294
S63063A,54295
S63063D,54296
S63063S,54297
S63064A,54298
S63064D,54299
S63064S,54300
S63065A,54301
S63065D,54302
S63065S,54303
S63066A,54304
S63066D,54305
S63066S,54306
S63071A,54307
S63071D,54308
S63071S,54309
S63072A,54310
S63072D,54311
S63072S,54312
S63073A,54313
S63073D,54314
S63073S,54315
S63074A,54316
S63074D,54317
S63074S,54318
S63075A,54319
S63075D,54320
S63075S,54321
S63076A,54322
S63076D,54323
S63076S,54324
S63091A,54325
S63091D,54326
S63091S,54327
S63092A,54328
S63092D,54329
S63092S,54330
S63093A,54331
S63093D,54332
S63093S,54333
S63094A,54334
S63094D,54335
S63094S,54336
S63095A,54337
S63095D,54338
S63095S,54339
S63096A,54340
S63096D,54341
S63096S,54342
S63101A,54343
S63101D,54344
S63101S,54345
S63102A,54346
S63102D,54347
S63102S,54348
S63103A,54349
S63103D,54350
S63103S,54351
S63104A,54352
S63104D,54353
S63104S,54354
S63105A,54355
S63105D,54356
S63105S,54357
S63106A,54358
S63106D,54359
S63106S,54360
S63111A,54361
S63111D,54362
S63111S,54363
S63112A,54364
S63112D,54365
S63112S,54366
S63113A,54367
S63113D,54368
S63113S,54369
S63114A,54370
S63114D,54371
S63114S,54372
S63115A,54373
S63115D,54374
S63115S,54375
S63116A,54376
S63116D,54377
S63116S,54378
S63121A,54379
S63121D,54380
S63121S,54381
S63122A,54382
S63122D,54383
S63122S,54384
S63123A,54385
S63123D,54386
S63123S,54387
S63124A,54388
S63124D,54389
S63124S,54390
S63125A,54391
S63125D,54392
S63125S,54393
S63126A,54394
S63126D,54395
S63126S,54396
S63200A,54397
S63200D,54398
S63200S,54399
S63201A,54400
S63201D,54401
S63201S,54402
S63202A,54403
S63202D,54404
S63202S,54405
S63203A,54406
S63203D,54407
S63203S,54408
S63204A,54409
S63204D,54410
S63204S,54411
S63205A,54412
S63205D,54413
S63205S,54414
S63206A,54415
S63206D,54416
S63206S,54417
S63207A,54418
S63207D,54419
S63207S,54420
S63208A,54421
S63208D,54422
S63208S,54423
S63209A,54424
S63209D,54425
S63209S,54426
S63210A,54427
S63210D,54428
S63210S,54429
S63211A,54430
S63211D,54431
S63211S,54432
S63212A,54433
S63212D,54434
S63212S,54435
S63213A,54436
S63213D,54437
S63213S,54438
S63214A,54439
S63214D,54440
S63214S,54441
S63215A,54442
S63215D,54443
S63215S,54444
S63216A,54445
S63216D,54446
S63216S,54447
S63217A,54448
S63217D,54449
S63217S,54450
S63218A,54451
S63218D,54452
S63218S,54453
S63219A,54454
S63219D,54455
S63219S,54456
S63220A,54457
S63220D,54458
S63220S,54459
S63221A,54460
S63221D,54461
S63221S,54462
S63222A,54463
S63222D,54464
S63222S,54465
S63223A,54466
S63223D,54467
S63223S,54468
S63224A,54469
S63224D,54470
S63224S,54471
S63225A,54472
S63225D,54473
S63225S,54474
S63226A,54475
S63226D,54476
S63226S,54477
S63227A,54478
S63227D,54479
S63227S,54480
S63228A,54481
S63228D,54482
S63228S,54483
S63229A,54484
S63229D,54485
S63229S,54486
S63230A,54487
S63230D,54488
S63230S,54489
S63231A,54490
S63231D,54491
S63231S,54492
S63232A,54493
S63232D,54494
S63232S,54495
S63233A,54496
S63233D,54497
S63233S,54498
S63234A,54499
S63234D,54500
S63234S,54501
S63235A,54502
S63235D,54503
S63235S,54504
S63236A,54505
S63236D,54506
S63236S,54507
S63237A,54508
S63237D,54509
S63237S,54510
S63238A,54511
S63238D,54512
S63238S,54513
S63239A,54514
S63239D,54515
S63239S,54516
S63240A,54517
S63240D,54518
S63240S,54519
S63241A,54520
S63241D,54521
S63241S,54522
S63242A,54523
S63242D,54524
S63242S,54525
S63243A,54526
S63243D,54527
S63243S,54528
S63244A,54529
S63244D,54530
S63244S,54531
S63245A,54532
S63245D,54533
S63245S,54534
S63246A,54535
S63246D,54536
S63246S,54537
S63247A,54538
S63247D,54539
S63247S,54540
S63248A,54541
S63248D,54542
S63248S,54543
S63249A,54544
S63249D,54545
S63249S,54546
S63250A,54547
S63250D,54548
S63250S,54549
S63251A,54550
S63251D,54551
S63251S,54552
S63252A,54553
S63252D,54554
S63252S,54555
S63253A,54556
S63253D,54557
S63253S,54558
S63254A,54559
S63254D,54560
S63254S,54561
S63255A,54562
S63255D,54563
S63255S,54564
S63256A,54565
S63256D,54566
S63256S,54567
S63257A,54568
S63257D,54569
S63257S,54570
S63258A,54571
S63258D,54572
S63258S,54573
S63259A,54574
S63259D,54575
S63259S,54576
S63260A,54577
S63260D,54578
S63260S,54579
S63261A,54580
S63261D,54581
S63261S,54582
S63262A,54583
S63262D,54584
S63262S,54585
S63263A,54586
S63263D,54587
S63263S,54588
S63264A,54589
S63264D,54590
S63264S,54591
S63265A,54592
S63265D,54593
S63265S,54594
S63266A,54595
S63266D,54596
S63266S,54597
S63267A,54598
S63267D,54599
S63267S,54600
S63268A,54601
S63268D,54602
S63268S,54603
S63269A,54604
S63269D,54605
S63269S,54606
S63270A,54607
S63270D,54608
S63270S,54609
S63271A,54610
S63271D,54611
S63271S,54612
S63272A,54613
S63272D,54614
S63272S,54615
S63273A,54616
S63273D,54617
S63273S,54618
S63274A,54619
S63274D,54620
S63274S,54621
S63275A,54622
S63275D,54623
S63275S,54624
S63276A,54625
S63276D,54626
S63276S,54627
S63277A,54628
S63277D,54629
S63277S,54630
S63278A,54631
S63278D,54632
S63278S,54633
S63279A,54634
S63279D,54635
S63279S,54636
S63280A,54637
S63280D,54638
S63280S,54639
S63281A,54640
S63281D,54641
S63281S,54642
S63282A,54643
S63282D,54644
S63282S,54645
S63283A,54646
S63283D,54647
S63283S,54648
S63284A,54649
S63284D,54650
S63284S,54651
S63285A,54652
S63285D,54653
S63285S,54654
S63286A,54655
S63286D,54656
S63286S,54657
S63287A,54658
S63287D,54659
S63287S,54660
S63288A,54661
S63288D,54662
S63288S,54663
S63289A,54664
S63289D,54665
S63289S,54666
S63290A,54667
S63290D,54668
S63290S,54669
S63291A,54670
S63291D,54671
S63291S,54672
S63292A,54673
S63292D,54674
S63292S,54675
S63293A,54676
S63293D,54677
S63293S,54678
S63294A,54679
S63294D,54680
S63294S,54681
S63295A,54682
S63295D,54683
S63295S,54684
S63296A,54685
S63296D,54686
S63296S,54687
S63297A,54688
S63297D,54689
S63297S,54690
S63298A,54691
S63298D,54692
S63298S,54693
S63299A,54694
S63299D,54695
S63299S,54696
S63301A,54697
S63301D,54698
S63301S,54699
S63302A,54700
S63302D,54701
S63302S,54702
S63309A,54703
S63309D,54704
S63309S,54705
S63311A,54706
S63311D,54707
S63311S,54708
S63312A,54709
S63312D,54710
S63312S,54711
S63319A,54712
S63319D,54713
S63319S,54714
S63321A,54715
S63321D,54716
S63321S,54717
S63322A,54718
S63322D,54719
S63322S,54720
S63329A,54721
S63329D,54722
S63329S,54723
S63331A,54724
S63331D,54725
S63331S,54726
S63332A,54727
S63332D,54728
S63332S,54729
S63339A,54730
S63339D,54731
S63339S,54732
S63391A,54733
S63391D,54734
S63391S,54735
S63392A,54736
S63392D,54737
S63392S,54738
S63399A,54739
S63399D,54740
S63399S,54741
S63400A,54742
and,54743
S63400D,54744
and,54745
S63400S,54746
and,54747
S63401A,54748
and,54749
S63401D,54750
and,54751
S63401S,54752
and,54753
S63402A,54754
and,54755
S63402D,54756
and,54757
S63402S,54758
and,54759
S63403A,54760
and,54761
S63403D,54762
and,54763
S63403S,54764
and,54765
S63404A,54766
and,54767
S63404D,54768
and,54769
S63404S,54770
and,54771
S63405A,54772
and,54773
S63405D,54774
and,54775
S63405S,54776
and,54777
S63406A,54778
and,54779
S63406D,54780
and,54781
S63406S,54782
and,54783
S63407A,54784
and,54785
S63407D,54786
and,54787
S63407S,54788
and,54789
S63408A,54790
interphalangeal,54791
S63408D,54792
interphalangeal,54793
S63408S,54794
interphalangeal,54795
S63409A,54796
interphalangeal,54797
S63409D,54798
interphalangeal,54799
S63409S,54800
interphalangeal,54801
S63410A,54802
and,54803
S63410D,54804
and,54805
S63410S,54806
and,54807
S63411A,54808
and,54809
S63411D,54810
and,54811
S63411S,54812
and,54813
S63412A,54814
and,54815
S63412D,54816
and,54817
S63412S,54818
and,54819
S63413A,54820
and,54821
S63413D,54822
and,54823
S63413S,54824
and,54825
S63414A,54826
and,54827
S63414D,54828
and,54829
S63414S,54830
and,54831
S63415A,54832
and,54833
S63415D,54834
and,54835
S63415S,54836
and,54837
S63416A,54838
and,54839
S63416D,54840
and,54841
S63416S,54842
and,54843
S63417A,54844
and,54845
S63417D,54846
and,54847
S63417S,54848
and,54849
S63418A,54850
interphalangeal,54851
S63418D,54852
interphalangeal,54853
S63418S,54854
interphalangeal,54855
S63419A,54856
interphalangeal,54857
S63419D,54858
interphalangeal,54859
S63419S,54860
interphalangeal,54861
S63420A,54862
and,54863
S63420D,54864
and,54865
S63420S,54866
and,54867
S63421A,54868
and,54869
S63421D,54870
and,54871
S63421S,54872
and,54873
S63422A,54874
and,54875
S63422D,54876
and,54877
S63422S,54878
and,54879
S63423A,54880
and,54881
S63423D,54882
and,54883
S63423S,54884
and,54885
S63424A,54886
and,54887
S63424D,54888
and,54889
S63424S,54890
and,54891
S63425A,54892
and,54893
S63425D,54894
and,54895
S63425S,54896
and,54897
S63426A,54898
and,54899
S63426D,54900
and,54901
S63426S,54902
and,54903
S63427A,54904
and,54905
S63427D,54906
and,54907
S63427S,54908
and,54909
S63428A,54910
interphalangeal,54911
S63428D,54912
interphalangeal,54913
S63428S,54914
interphalangeal,54915
S63429A,54916
interphalangeal,54917
S63429D,54918
interphalangeal,54919
S63429S,54920
interphalangeal,54921
S63430A,54922
and,54923
S63430D,54924
and,54925
S63430S,54926
and,54927
S63431A,54928
and,54929
S63431D,54930
and,54931
S63431S,54932
and,54933
S63432A,54934
and,54935
S63432D,54936
and,54937
S63432S,54938
and,54939
S63433A,54940
and,54941
S63433D,54942
and,54943
S63433S,54944
and,54945
S63434A,54946
and,54947
S63434D,54948
and,54949
S63434S,54950
and,54951
S63435A,54952
and,54953
S63435D,54954
and,54955
S63435S,54956
and,54957
S63436A,54958
and,54959
S63436D,54960
and,54961
S63436S,54962
and,54963
S63437A,54964
and,54965
S63437D,54966
and,54967
S63437S,54968
and,54969
S63438A,54970
interphalangeal,54971
S63438D,54972
interphalangeal,54973
S63438S,54974
interphalangeal,54975
S63439A,54976
interphalangeal,54977
S63439D,54978
interphalangeal,54979
S63439S,54980
interphalangeal,54981
S63490A,54982
and,54983
S63490D,54984
and,54985
S63490S,54986
and,54987
S63491A,54988
and,54989
S63491D,54990
and,54991
S63491S,54992
and,54993
S63492A,54994
and,54995
S63492D,54996
and,54997
S63492S,54998
and,54999
S63493A,55000
and,55001
S63493D,55002
and,55003
S63493S,55004
and,55005
S63494A,55006
and,55007
S63494D,55008
and,55009
S63494S,55010
and,55011
S63495A,55012
and,55013
S63495D,55014
and,55015
S63495S,55016
and,55017
S63496A,55018
and,55019
S63496D,55020
and,55021
S63496S,55022
and,55023
S63497A,55024
and,55025
S63497D,55026
and,55027
S63497S,55028
and,55029
S63498A,55030
interphalangeal,55031
S63498D,55032
interphalangeal,55033
S63498S,55034
interphalangeal,55035
S63499A,55036
interphalangeal,55037
S63499D,55038
interphalangeal,55039
S63499S,55040
interphalangeal,55041
S63501A,55042
S63501D,55043
S63501S,55044
S63502A,55045
S63502D,55046
S63502S,55047
S63509A,55048
S63509D,55049
S63509S,55050
S63511A,55051
S63511D,55052
S63511S,55053
S63512A,55054
S63512D,55055
S63512S,55056
S63519A,55057
S63519D,55058
S63519S,55059
S63521A,55060
S63521D,55061
S63521S,55062
S63522A,55063
S63522D,55064
S63522S,55065
S63529A,55066
S63529D,55067
S63529S,55068
S63591A,55069
S63591D,55070
S63591S,55071
S63592A,55072
S63592D,55073
S63592S,55074
S63599A,55075
S63599D,55076
S63599S,55077
S63601A,55078
S63601D,55079
S63601S,55080
S63602A,55081
S63602D,55082
S63602S,55083
S63609A,55084
S63609D,55085
S63609S,55086
S63610A,55087
S63610D,55088
S63610S,55089
S63611A,55090
S63611D,55091
S63611S,55092
S63612A,55093
S63612D,55094
S63612S,55095
S63613A,55096
S63613D,55097
S63613S,55098
S63614A,55099
S63614D,55100
S63614S,55101
S63615A,55102
S63615D,55103
S63615S,55104
S63616A,55105
S63616D,55106
S63616S,55107
S63617A,55108
S63617D,55109
S63617S,55110
S63618A,55111
S63618D,55112
S63618S,55113
S63619A,55114
S63619D,55115
S63619S,55116
S63621A,55117
S63621D,55118
S63621S,55119
S63622A,55120
S63622D,55121
S63622S,55122
S63629A,55123
S63629D,55124
S63629S,55125
S63630A,55126
S63630D,55127
S63630S,55128
S63631A,55129
S63631D,55130
S63631S,55131
S63632A,55132
S63632D,55133
S63632S,55134
S63633A,55135
S63633D,55136
S63633S,55137
S63634A,55138
S63634D,55139
S63634S,55140
S63635A,55141
S63635D,55142
S63635S,55143
S63636A,55144
S63636D,55145
S63636S,55146
S63637A,55147
S63637D,55148
S63637S,55149
S63638A,55150
S63638D,55151
S63638S,55152
S63639A,55153
S63639D,55154
S63639S,55155
S63641A,55156
S63641D,55157
S63641S,55158
S63642A,55159
S63642D,55160
S63642S,55161
S63649A,55162
S63649D,55163
S63649S,55164
S63650A,55165
S63650D,55166
S63650S,55167
S63651A,55168
S63651D,55169
S63651S,55170
S63652A,55171
S63652D,55172
S63652S,55173
S63653A,55174
S63653D,55175
S63653S,55176
S63654A,55177
S63654D,55178
S63654S,55179
S63655A,55180
S63655D,55181
S63655S,55182
S63656A,55183
S63656D,55184
S63656S,55185
S63657A,55186
S63657D,55187
S63657S,55188
S63658A,55189
S63658D,55190
S63658S,55191
S63659A,55192
S63659D,55193
S63659S,55194
S63681A,55195
S63681D,55196
S63681S,55197
S63682A,55198
S63682D,55199
S63682S,55200
S63689A,55201
S63689D,55202
S63689S,55203
S63690A,55204
S63690D,55205
S63690S,55206
S63691A,55207
S63691D,55208
S63691S,55209
S63692A,55210
S63692D,55211
S63692S,55212
S63693A,55213
S63693D,55214
S63693S,55215
S63694A,55216
S63694D,55217
S63694S,55218
S63695A,55219
S63695D,55220
S63695S,55221
S63696A,55222
S63696D,55223
S63696S,55224
S63697A,55225
S63697D,55226
S63697S,55227
S63698A,55228
S63698D,55229
S63698S,55230
S63699A,55231
S63699D,55232
S63699S,55233
S638X1A,55234
S638X1D,55235
S638X1S,55236
S638X2A,55237
S638X2D,55238
S638X2S,55239
S638X9A,55240
S638X9D,55241
S638X9S,55242
S6390XA,55243
S6390XD,55244
S6390XS,55245
S6391XA,55246
S6391XD,55247
S6391XS,55248
S6392XA,55249
S6392XD,55250
S6392XS,55251
S6400XA,55252
"arm,",55253
S6400XD,55254
"arm,",55255
S6400XS,55256
"arm,",55257
S6401XA,55258
"arm,",55259
S6401XD,55260
"arm,",55261
S6401XS,55262
"arm,",55263
S6402XA,55264
"arm,",55265
S6402XD,55266
"arm,",55267
S6402XS,55268
"arm,",55269
S6410XA,55270
"arm,",55271
S6410XD,55272
"arm,",55273
S6410XS,55274
"arm,",55275
S6411XA,55276
"arm,",55277
S6411XD,55278
"arm,",55279
S6411XS,55280
"arm,",55281
S6412XA,55282
"arm,",55283
S6412XD,55284
"arm,",55285
S6412XS,55286
"arm,",55287
S6420XA,55288
"arm,",55289
S6420XD,55290
"arm,",55291
S6420XS,55292
"arm,",55293
S6421XA,55294
"arm,",55295
S6421XD,55296
"arm,",55297
S6421XS,55298
"arm,",55299
S6422XA,55300
"arm,",55301
S6422XD,55302
"arm,",55303
S6422XS,55304
"arm,",55305
S6430XA,55306
S6430XD,55307
S6430XS,55308
S6431XA,55309
S6431XD,55310
S6431XS,55311
S6432XA,55312
S6432XD,55313
S6432XS,55314
S6440XA,55315
S6440XD,55316
S6440XS,55317
S64490A,55318
S64490D,55319
S64490S,55320
S64491A,55321
S64491D,55322
S64491S,55323
S64492A,55324
S64492D,55325
S64492S,55326
S64493A,55327
S64493D,55328
S64493S,55329
S64494A,55330
S64494D,55331
S64494S,55332
S64495A,55333
S64495D,55334
S64495S,55335
S64496A,55336
S64496D,55337
S64496S,55338
S64497A,55339
S64497D,55340
S64497S,55341
S64498A,55342
S64498D,55343
S64498S,55344
S648X1A,55345
"arm,",55346
S648X1D,55347
"arm,",55348
S648X1S,55349
"arm,",55350
S648X2A,55351
"arm,",55352
S648X2D,55353
"arm,",55354
S648X2S,55355
"arm,",55356
S648X9A,55357
"arm,",55358
S648X9D,55359
"arm,",55360
S648X9S,55361
"arm,",55362
S6490XA,55363
"arm,",55364
S6490XD,55365
"arm,",55366
S6490XS,55367
"arm,",55368
S6491XA,55369
"arm,",55370
S6491XD,55371
"arm,",55372
S6491XS,55373
"arm,",55374
S6492XA,55375
"arm,",55376
S6492XD,55377
"arm,",55378
S6492XS,55379
"arm,",55380
S65001A,55381
right,55382
S65001D,55383
right,55384
S65001S,55385
right,55386
S65002A,55387
left,55388
S65002D,55389
left,55390
S65002S,55391
left,55392
S65009A,55393
unspecified,55394
S65009D,55395
unspecified,55396
S65009S,55397
unspecified,55398
S65011A,55399
"arm,",55400
S65011D,55401
"arm,",55402
S65011S,55403
"arm,",55404
S65012A,55405
"arm,",55406
S65012D,55407
"arm,",55408
S65012S,55409
"arm,",55410
S65019A,55411
"arm,",55412
S65019D,55413
"arm,",55414
S65019S,55415
"arm,",55416
S65091A,55417
of,55418
S65091D,55419
of,55420
S65091S,55421
of,55422
S65092A,55423
of,55424
S65092D,55425
of,55426
S65092S,55427
of,55428
S65099A,55429
of,55430
S65099D,55431
of,55432
S65099S,55433
of,55434
S65101A,55435
right,55436
S65101D,55437
right,55438
S65101S,55439
right,55440
S65102A,55441
left,55442
S65102D,55443
left,55444
S65102S,55445
left,55446
S65109A,55447
unspecified,55448
S65109D,55449
unspecified,55450
S65109S,55451
unspecified,55452
S65111A,55453
"arm,",55454
S65111D,55455
"arm,",55456
S65111S,55457
"arm,",55458
S65112A,55459
"arm,",55460
S65112D,55461
"arm,",55462
S65112S,55463
"arm,",55464
S65119A,55465
"arm,",55466
S65119D,55467
"arm,",55468
S65119S,55469
"arm,",55470
S65191A,55471
of,55472
S65191D,55473
of,55474
S65191S,55475
of,55476
S65192A,55477
of,55478
S65192D,55479
of,55480
S65192S,55481
of,55482
S65199A,55483
of,55484
S65199D,55485
of,55486
S65199S,55487
of,55488
S65201A,55489
S65201D,55490
S65201S,55491
S65202A,55492
S65202D,55493
S65202S,55494
S65209A,55495
S65209D,55496
S65209S,55497
S65211A,55498
S65211D,55499
S65211S,55500
S65212A,55501
S65212D,55502
S65212S,55503
S65219A,55504
S65219D,55505
S65219S,55506
S65291A,55507
encounter,55508
S65291D,55509
encounter,55510
S65291S,55511
S65292A,55512
encounter,55513
S65292D,55514
encounter,55515
S65292S,55516
S65299A,55517
encounter,55518
S65299D,55519
encounter,55520
S65299S,55521
S65301A,55522
S65301D,55523
S65301S,55524
S65302A,55525
S65302D,55526
S65302S,55527
S65309A,55528
S65309D,55529
S65309S,55530
S65311A,55531
S65311D,55532
S65311S,55533
S65312A,55534
S65312D,55535
S65312S,55536
